idea,nisza,bucket,narzedzie,archetyp,plausible,score
kalendarz obowiązków dla: storczykarze,storczykarze,hobby,kalendarz obowiązków,expiry,0,0
cennik usług dla: storczykarze,storczykarze,hobby,cennik usług,pricebook,0,0
książka cen dla: storczykarze,storczykarze,hobby,książka cen,pricebook,0,0
kalkulator marży dla: storczykarze,storczykarze,hobby,kalkulator marży,pricebook,0,0
tabela stawek dla: storczykarze,storczykarze,hobby,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: storczykarze,storczykarze,hobby,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: storczykarze,storczykarze,hobby,fiszki/drill nauki,flashcard,0,0
generator ćwiczeń dla: storczykarze,storczykarze,hobby,generator ćwiczeń,flashcard,0,0
trening powtórek dla: storczykarze,storczykarze,hobby,trening powtórek,flashcard,0,0
quiz tematyczny dla: storczykarze,storczykarze,hobby,quiz tematyczny,flashcard,0,0
karty pamięciowe dla: storczykarze,storczykarze,hobby,karty pamięciowe,flashcard,0,0
generator dokumentu dla: storczykarze,storczykarze,hobby,generator dokumentu,generator,0,0
generator etykiet do druku dla: storczykarze,storczykarze,hobby,generator etykiet do druku,generator,0,0
generator certyfikatów dla: storczykarze,storczykarze,hobby,generator certyfikatów,generator,0,0
generator planu dla: storczykarze,storczykarze,hobby,generator planu,generator,0,0
generator listy dla: storczykarze,storczykarze,hobby,generator listy,generator,0,0
losowanie z regułami dla: storczykarze,storczykarze,hobby,losowanie z regułami,randomizer,1,12
picker decyzji dla: storczykarze,storczykarze,hobby,picker decyzji,randomizer,1,12
rotacyjny wybór dla: storczykarze,storczykarze,hobby,rotacyjny wybór,randomizer,1,12
randomizer grupowy dla: storczykarze,storczykarze,hobby,randomizer grupowy,randomizer,1,12
koło wyboru dla: storczykarze,storczykarze,hobby,koło wyboru,randomizer,1,12
kalkulator podziału dla: storczykarze,storczykarze,hobby,kalkulator podziału,splitter,0,0
splitter kosztów/majątku dla: storczykarze,storczykarze,hobby,splitter kosztów/majątku,splitter,0,0
rozliczenie grupowe dla: storczykarze,storczykarze,hobby,rozliczenie grupowe,splitter,0,0
podział równościowy dla: storczykarze,storczykarze,hobby,podział równościowy,splitter,0,0
kalkulator wyrównań dla: storczykarze,storczykarze,hobby,kalkulator wyrównań,splitter,0,0
kalkulator rozmiaru/ilości dla: storczykarze,storczykarze,hobby,kalkulator rozmiaru/ilości,sizing,1,13
kalkulator metrażu dla: storczykarze,storczykarze,hobby,kalkulator metrażu,sizing,1,13
przelicznik zapotrzebowania dla: storczykarze,storczykarze,hobby,przelicznik zapotrzebowania,sizing,1,13
kalkulator porcji dla: storczykarze,storczykarze,hobby,kalkulator porcji,sizing,1,13
kalkulator wymiarów dla: storczykarze,storczykarze,hobby,kalkulator wymiarów,sizing,1,13
rotacja/planer cykliczny dla: storczykarze,storczykarze,hobby,rotacja/planer cykliczny,rotation,1,12
układacz harmonogramu dla: storczykarze,storczykarze,hobby,układacz harmonogramu,rotation,1,12
plan rotacji dla: storczykarze,storczykarze,hobby,plan rotacji,rotation,1,12
grafik powtarzalny dla: storczykarze,storczykarze,hobby,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: storczykarze,storczykarze,hobby,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: storczykarze,storczykarze,hobby,dziennik branżowy,logbook,1,11
logbook sesji dla: storczykarze,storczykarze,hobby,logbook sesji,logbook,1,11
rejestr inspekcji dla: storczykarze,storczykarze,hobby,rejestr inspekcji,logbook,1,11
karta klienta dla: storczykarze,storczykarze,hobby,karta klienta,logbook,1,11
historia serwisowa dla: storczykarze,storczykarze,hobby,historia serwisowa,logbook,1,11
tabela referencyjna dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator dawkowania,dosage,1,14
kalkulator proporcji mieszanki dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator proporcji mieszanki,dosage,1,14
kalkulator stężeń dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator stężeń,dosage,1,14
przelicznik receptury dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,przelicznik receptury,dosage,1,14
kalkulator składników dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator składników,dosage,1,14
kalkulator kosztów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator czasu,calculator,1,13
konwerter jednostek dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,konwerter jednostek,converter,1,12
przelicznik miar dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,przelicznik miar,converter,1,12
konwerter formatów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,konwerter formatów,converter,1,12
przelicznik walut-stały dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kosztorys/wycena,estimator,1,12
szacowanie nakładu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,szacowanie nakładu,estimator,1,12
kalkulator oferty dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator oferty,estimator,1,12
wycena na papierze dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,wycena na papierze,estimator,1,12
estymacja czasu robót dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,estymacja czasu robót,estimator,1,12
tracker postępu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,tracker postępu,tracker,1,11
monitor nawyku dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,monitor nawyku,tracker,1,11
śledzenie wyników dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,śledzenie wyników,tracker,1,11
tracker pomiarów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,tracker pomiarów,tracker,1,11
licznik serii dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,licznik serii,tracker,1,11
dziennik objawów → PDF dla lekarza dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,dziennik objawów → PDF dla lekarza,symptomdiary,0,0
dziennik triggerów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,dziennik triggerów,symptomdiary,0,0
log epizodów choroby dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,log epizodów choroby,symptomdiary,0,0
dziennik diety i reakcji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,dziennik diety i reakcji,symptomdiary,0,0
raport dla specjalisty dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,raport dla specjalisty,symptomdiary,0,0
dziennik aktywności dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,dziennik aktywności,log,1,10
log zdarzeń dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,log zdarzeń,log,1,10
rejestr czynności dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,rejestr czynności,log,1,10
notatnik tematyczny dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,notatnik tematyczny,log,1,10
kronika dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kronika,log,1,10
katalog kolekcji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,katalog kolekcji,inventory,1,10
ewidencja zasobów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,ewidencja zasobów,inventory,1,10
inwentarz wyposażenia dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,inwentarz wyposażenia,inventory,1,10
baza sprzętu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,baza sprzętu,inventory,1,10
spis zbiorów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,spis zbiorów,inventory,1,10
lista kontrolna dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,lista kontrolna,checklist,0,0
checklist inspekcji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,checklist inspekcji,checklist,0,0
protokół odbioru dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,protokół odbioru,checklist,0,0
lista BHP dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,lista BHP,checklist,0,0
karta kontroli jakości dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,karta kontroli jakości,checklist,0,0
planer projektu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,planer projektu,planner,0,0
plan krok-po-kroku dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,plan krok-po-kroku,planner,0,0
organizator zadań dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,organizator zadań,planner,0,0
planer wydarzenia dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,planer wydarzenia,planner,0,0
harmonogram przygotowań dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,harmonogram przygotowań,planner,0,0
tracker terminów ważności dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,tracker terminów ważności,expiry,0,0
alert wygasania uprawnień dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,alert wygasania uprawnień,expiry,0,0
przypominacz przeglądów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,przypominacz przeglądów,expiry,0,0
monitor dat odnowień dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,monitor dat odnowień,expiry,0,0
kalendarz obowiązków dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalendarz obowiązków,expiry,0,0
cennik usług dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,cennik usług,pricebook,0,0
książka cen dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,książka cen,pricebook,0,0
kalkulator marży dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator marży,pricebook,0,0
tabela stawek dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,fiszki/drill nauki,flashcard,0,0
generator ćwiczeń dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,generator ćwiczeń,flashcard,0,0
trening powtórek dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,trening powtórek,flashcard,0,0
quiz tematyczny dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,quiz tematyczny,flashcard,0,0
karty pamięciowe dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,karty pamięciowe,flashcard,0,0
generator dokumentu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,generator dokumentu,generator,0,0
generator etykiet do druku dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,generator etykiet do druku,generator,0,0
generator certyfikatów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,generator certyfikatów,generator,0,0
generator planu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,generator planu,generator,0,0
generator listy dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,generator listy,generator,0,0
losowanie z regułami dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,losowanie z regułami,randomizer,1,12
picker decyzji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,picker decyzji,randomizer,1,12
rotacyjny wybór dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,rotacyjny wybór,randomizer,1,12
randomizer grupowy dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,randomizer grupowy,randomizer,1,12
koło wyboru dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,koło wyboru,randomizer,1,12
kalkulator podziału dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator podziału,splitter,0,0
splitter kosztów/majątku dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,splitter kosztów/majątku,splitter,0,0
rozliczenie grupowe dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,rozliczenie grupowe,splitter,0,0
podział równościowy dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,podział równościowy,splitter,0,0
kalkulator wyrównań dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator wyrównań,splitter,0,0
kalkulator rozmiaru/ilości dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator rozmiaru/ilości,sizing,1,13
kalkulator metrażu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator metrażu,sizing,1,13
przelicznik zapotrzebowania dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,przelicznik zapotrzebowania,sizing,1,13
kalkulator porcji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator porcji,sizing,1,13
kalkulator wymiarów dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,kalkulator wymiarów,sizing,1,13
rotacja/planer cykliczny dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,rotacja/planer cykliczny,rotation,1,12
układacz harmonogramu dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,układacz harmonogramu,rotation,1,12
plan rotacji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,plan rotacji,rotation,1,12
grafik powtarzalny dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,dziennik branżowy,logbook,1,11
logbook sesji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,logbook sesji,logbook,1,11
rejestr inspekcji dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,rejestr inspekcji,logbook,1,11
karta klienta dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,karta klienta,logbook,1,11
historia serwisowa dla: ogrodnicy warzywni,ogrodnicy warzywni,hobby,historia serwisowa,logbook,1,11
tabela referencyjna dla: sukulentowcy,sukulentowcy,hobby,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: sukulentowcy,sukulentowcy,hobby,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: sukulentowcy,sukulentowcy,hobby,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: sukulentowcy,sukulentowcy,hobby,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: sukulentowcy,sukulentowcy,hobby,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: sukulentowcy,sukulentowcy,hobby,kalkulator dawkowania,dosage,1,14
kalkulator proporcji mieszanki dla: sukulentowcy,sukulentowcy,hobby,kalkulator proporcji mieszanki,dosage,1,14
kalkulator stężeń dla: sukulentowcy,sukulentowcy,hobby,kalkulator stężeń,dosage,1,14
przelicznik receptury dla: sukulentowcy,sukulentowcy,hobby,przelicznik receptury,dosage,1,14
kalkulator składników dla: sukulentowcy,sukulentowcy,hobby,kalkulator składników,dosage,1,14
kalkulator kosztów dla: sukulentowcy,sukulentowcy,hobby,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: sukulentowcy,sukulentowcy,hobby,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: sukulentowcy,sukulentowcy,hobby,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: sukulentowcy,sukulentowcy,hobby,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: sukulentowcy,sukulentowcy,hobby,kalkulator czasu,calculator,1,13
konwerter jednostek dla: sukulentowcy,sukulentowcy,hobby,konwerter jednostek,converter,1,12
przelicznik miar dla: sukulentowcy,sukulentowcy,hobby,przelicznik miar,converter,1,12
konwerter formatów dla: sukulentowcy,sukulentowcy,hobby,konwerter formatów,converter,1,12
przelicznik walut-stały dla: sukulentowcy,sukulentowcy,hobby,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: sukulentowcy,sukulentowcy,hobby,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: sukulentowcy,sukulentowcy,hobby,kosztorys/wycena,estimator,1,12
szacowanie nakładu dla: sukulentowcy,sukulentowcy,hobby,szacowanie nakładu,estimator,1,12
kalkulator oferty dla: sukulentowcy,sukulentowcy,hobby,kalkulator oferty,estimator,1,12
wycena na papierze dla: sukulentowcy,sukulentowcy,hobby,wycena na papierze,estimator,1,12
estymacja czasu robót dla: sukulentowcy,sukulentowcy,hobby,estymacja czasu robót,estimator,1,12
tracker postępu dla: sukulentowcy,sukulentowcy,hobby,tracker postępu,tracker,1,11
monitor nawyku dla: sukulentowcy,sukulentowcy,hobby,monitor nawyku,tracker,1,11
śledzenie wyników dla: sukulentowcy,sukulentowcy,hobby,śledzenie wyników,tracker,1,11
tracker pomiarów dla: sukulentowcy,sukulentowcy,hobby,tracker pomiarów,tracker,1,11
licznik serii dla: sukulentowcy,sukulentowcy,hobby,licznik serii,tracker,1,11
dziennik objawów → PDF dla lekarza dla: sukulentowcy,sukulentowcy,hobby,dziennik objawów → PDF dla lekarza,symptomdiary,0,0
dziennik triggerów dla: sukulentowcy,sukulentowcy,hobby,dziennik triggerów,symptomdiary,0,0
log epizodów choroby dla: sukulentowcy,sukulentowcy,hobby,log epizodów choroby,symptomdiary,0,0
dziennik diety i reakcji dla: sukulentowcy,sukulentowcy,hobby,dziennik diety i reakcji,symptomdiary,0,0
raport dla specjalisty dla: sukulentowcy,sukulentowcy,hobby,raport dla specjalisty,symptomdiary,0,0
dziennik aktywności dla: sukulentowcy,sukulentowcy,hobby,dziennik aktywności,log,1,10
log zdarzeń dla: sukulentowcy,sukulentowcy,hobby,log zdarzeń,log,1,10
rejestr czynności dla: sukulentowcy,sukulentowcy,hobby,rejestr czynności,log,1,10
notatnik tematyczny dla: sukulentowcy,sukulentowcy,hobby,notatnik tematyczny,log,1,10
kronika dla: sukulentowcy,sukulentowcy,hobby,kronika,log,1,10
katalog kolekcji dla: sukulentowcy,sukulentowcy,hobby,katalog kolekcji,inventory,1,10
ewidencja zasobów dla: sukulentowcy,sukulentowcy,hobby,ewidencja zasobów,inventory,1,10
inwentarz wyposażenia dla: sukulentowcy,sukulentowcy,hobby,inwentarz wyposażenia,inventory,1,10
baza sprzętu dla: sukulentowcy,sukulentowcy,hobby,baza sprzętu,inventory,1,10
spis zbiorów dla: sukulentowcy,sukulentowcy,hobby,spis zbiorów,inventory,1,10
lista kontrolna dla: sukulentowcy,sukulentowcy,hobby,lista kontrolna,checklist,0,0
checklist inspekcji dla: sukulentowcy,sukulentowcy,hobby,checklist inspekcji,checklist,0,0
protokół odbioru dla: sukulentowcy,sukulentowcy,hobby,protokół odbioru,checklist,0,0
lista BHP dla: sukulentowcy,sukulentowcy,hobby,lista BHP,checklist,0,0
